TIPO,OBSERVACION
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Tarifa de por persona para recorrido completo: Estudiantes S/ 10.00; Adultos S/ 20.00. No incluye el servicio de alimentación.
Libre,
Libre,
NA,NA
Libre,PIURA
NA,NA
NA,NA
Libre,
NA,NA
Libre,
Libre,
Libre,
Libre,
Libre,
NA,NA
Libre,En coordinación con la comunidad
NA,NA
Semi-restringido(previo permiso),"Se puede observar desde fuera la represa, pero para el interior se debe obtener un permiso por Oficio al director del PECHP."
Libre,
Libre,
Libre,
Libre,
NA,NA
Libre,Previo registro de datos en la recepción
Libre,
Libre,
Libre,
Libre,
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","- Derecho de ingreso al recurso: S/ 3.00 adultos, S/ 2.00 niños. - Costo por el servicio de las agencias de viajes autorizadas: S/ 30.00 a S/ 35.00"
Libre,Las actividades de canotaje y otras se realizan con agencias autorizadas
Libre,El espacio es abierto
NA,NA
NA,NA
Libre,
Libre,
NA,NA
Semi-restringido(previo permiso),"Previa coordinación con el. Sr. Juan Cisnero Villanueva, Celular : 993926886 .Tarifa es de 5 nuevos soles: Niños menores de 5 años y Adulto mayor no pagan."
NA,NA
Libre,En coordinación con la comunidad de Caya tocco encargado sr. Hector Gusman 973542255
Semi-restringido(previo permiso),Coordinación previa en el C.P. de Acconsaya - 950 383 833
NA,NA
Libre,
Libre,"Se recomienda llevar lentes de sol, bloqueador solar, agua y gorra."
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Visita diurna: General: S/15 Reducida: S/7.50 (niños de 5 a 12 años, estudiantes supe., profesores, adultos mayores) Escolares en delegación: S/ 1.00 Visita nocturna: General: S/ 17 Reducida: S/ 8.5"
NA,NA
Libre,
Libre,
Libre,
Libre,
Libre,
Libre,
Libre,
NA,NA
Otros (especificar),Restringido. Autorización Padre Pedro Hidalgo Díaz. Celular: 937192753 Fijo: (01) 4770472. Correo informes@lasantisimacruzdebarranco.org.pe
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Entrada turistas: S/30 soles. Peruanos y residentes: S/20 soles Estudiantes, niños y jubilados: S/ 10 soles"
NA,NA
NA,NA
Libre,
NA,NA
NA,NA
Libre,PLAYA
Libre,
Semi-restringido(previo permiso),"Previa inscripción -con días de anticipación- a los teléfonos 3113908 ó 3113900 anexo 4308, de lunes a jueves de 08:30 am a 05:00 pm."
Semi-restringido(previo permiso),"Previa inscripción al Facebook Desarrollo Económico MML. En caso de instituciones, deberán realizar su reserva al correo visitalima@munlima.gob.pe."
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",S/10.00 Adultos; S/5.00 Estudiantes; S/.1.00 Niños y escolares
Libre,
Libre,
Libre,
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Las visitas guiadas tienen un costo de S/ 7.00, universitario S/3.50, niño y adulto mayor S/1.50"
NA,NA
Semi-restringido(previo permiso),"Previa coordinación con la Gerencia de Gestión del Desarrollo Social de la Municipalidad Provincial de Huaura - Huacho. José Tuesta, teléfono: 2325334. jtuesta@munihuacho.gob.pe."
Libre,
Libre,
Libre,
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Para visita S/. 5 adultos y S/. 1.50 niños. Para acampar: S/. 10 adultos y S/. 5 x día. Grupos mayores de 25 personas previa autorización.
Semi-restringido(previo permiso),Coordinar con la Dirección de la Institución Educativa Secundaria María Auxiliadora
Libre,
Libre,
Semi-restringido(previo permiso),"Coordinación previa con la Sra. Maritza Mosquera, cel: 991 837 258"
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Parque Nacional Huascarán (El costo de ingreso para visitantes extranjeros es de S/. 30.00, para nacionales S/. 12.00 y para locales S/. 5.00)."
NA,NA
Libre,
Libre,
Libre,De lunes a domingo
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
Semi-restringido(previo permiso),"Previa coordinación con los miembros de la Comunidad Campesina San Cristóbal de Rapaz. Sr. Miguel Gallardo Condor , Celular : 957450181"
Semi-restringido(previo permiso),"Previo permiso de la Sra. Dionicia Quispe, cel: 910345673"
Libre,Recomendable con un orientador turístico local.
Semi-restringido(previo permiso),"Previa coordinación con presidente de comité de turismo de la Comunidad Campesina Santiago de Carampoma, vía correo electrónico: turismocarampomah@gmail.com y al teléfono 997693168."
NA,NA
Libre,"Ingreso libre previa coordinación con el siguiente contacto ,Secretaria: María Luisa Talavera Vásquez ,mtalavera@unjfsc.edu.pe – Cel: 999458531"
Libre,"Coordinar con el sr. Saturnino Quispe Presidente de la comunidad, cel. 951338958"
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
Semi-restringido(previo permiso),Coordinación con el Padre María 989880764
Libre,HORA DE VISITA: Lunes a viernes de 10:00 am a 01:00 pm / Domingo en horario de misa de 05:00 pm a 08:00 pm
NA,NA
NA,NA
Libre,
Libre,
Semi-restringido(previo permiso),"Previa coordinación con Sr.Wilfredo Santa Cruz Tocto , Celular : 902153102"
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Adultos S/ 10.00 - Estudiantes S/ 5.00 - Niños S/ 5.00
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)#Libre","Ingreso por el complejo arqueológico de Sillustani: Tarifa general S/. 15.00, Tarifa estudiante universitario S/ 5.00, Tarifa menores de edad S/ 2 .00, gratis para residentes del distrito Atuncolla.#Por otros puntos que no sean el complejo arqueológico de Sillustani."
Libre,
Libre,Previa coordinación con el párroco cel. 919155839.
Libre,Durante las ceremonias y acciones religiosas
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)#Semi-restringido(previo permiso)","Previa autorización de la jefatura del PNBS Extranjeros: s/. 30.00 Nacionales: s/. 15.00 Menores: s/. 8.00#Autorización y venta de tickets en oficina de Puno, Pasaje 2 de Febrero n° 154, 3er piso. Telef: 051-363960. Registro de visitantes en el puesto de vigilancia y control Putina Punco. El primer domingo"
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Adultos S/.3.00, Jovenes S/.3.00, Niños S/.1.50"
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",adultos 5.00 soles y estudiantes 1.00 sol
Semi-restringido(previo permiso),Previa coordinación con el Sr. Erik Trurrizaga Payano. Celular :922 145 451
Semi-restringido(previo permiso),"Ingreso libre previa coordinación con el Sr. Juan Carlos La Rosa López – Oficina de Educación, Cultura, Deporte, Recreación y Juventudes, Celular : 995870663"
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Adultos: S/. 11.00; Niños, Jubilados: S/. 1.00; Universitarios, escolares y docentes: S/. 4.00. Servicio de guiado: S/. 20.00 por grupo de 15 persona"
NA,NA
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Entrada general S/ 2.00
NA,NA
NA,NA
Libre,
Libre,
Libre,
Libre,
Semi-restringido(previo permiso),Se coordina previamente con el representante religioso Juan Antonio Fernández Salvador para el permiso. N° de contacto : 239-3011.
Libre,
NA,NA
NA,NA
NA,NA
Libre,"El ingreso es libre, respetando el horario que ha designado la administración de lunes a viernes de 8am. A 7pm. Sábados y domingos de 8am. A 1pm."
Semi-restringido(previo permiso),"Permiso con 24 horas de anticipado mediante documento, indicando nombres N.º DNI y motivo de visita, dirigido al Sr. Víctor Macedo Cuenca, Jefe del PNRA, cel. 968218437"
Libre,
Libre,
NA,NA
Libre,
Semi-restringido(previo permiso),"Se debe solicitar permiso de ingreso a la Asociación Civil para la Promoción del Ecoturismo Nikolov Pioneros del Rio Abiseo – Juanjui al 918918651 / 942656802, con 24 horas de anticipación."
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",S/. 2.00 adultos
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Costo de ingreso por un día. •Extranjero: s/. 30.00. •Nacional: Adultos s/. 15.00, Niños de 5 a 17 años: S/. 5.00 • Local: Adultos s/. 5.00 y niños de 5 a 17 años: S/. 3.00"
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",s/. 2.00 adultos
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Adulto S/ 5.00 - Niños y estudiantes S/ 3.00, el primer domingo de cada mes el ingreso es libre."
Libre,
Libre,
Libre,
Libre,
Libre,
Libre,
Semi-restringido(previo permiso),Previa autorización de Paucarpata/ Jose Contreras 966397570
Semi-restringido(previo permiso),"Previo registro en el pueblo de Yantac; para actividades turísticas programadas comunicarse previamente con el Encargado: Emilio J. Robles Guadalupe, Cel. 956722798 Email: emilioroblesg22@gmail.com"
Libre,
NA,NA
NA,NA
Semi-restringido(previo permiso),"Contactar en la tienda de la Sra. Luisa Campos, quién tiene la llave de la iglesia. También Sra Domilita Mendoza trabajadora de la Municipalidad Distrital de Yura 919460124 Sub Gerencia Desarrollo Ec"
NA,NA
Libre,
NA,NA
NA,NA
Libre,
Libre,
NA,NA
Libre,
Libre,
Libre,
Libre,
NA,NA
Libre,
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","La boletería está administrada por la asociación, la cual cobra un ticket de ingreso al recurso turístico con un valor de S/ 4.00 para adultos y S/ 2.00 para niños."
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Tarifa General: 20 soles
Semi-restringido(previo permiso),"Se debe coordinar con la administración de COCLA, ubicada en la Av. Edgar de la Torre N.° 1353 – Quillabamba, al número telefónico 944 206 636, con la administradora Rosa de Fátima Curo."
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Tarifa general (adulto nacional o extranjero) S/228.00; Estudiante universitario o técnico: S/ 114.00; Menores de edad S/ 57.00.
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Adulto ( Nacional o extranjero) = S/22 ; Estudiante S/ 11.00 soles; Escolar (8 a 17 años) S/ 8 y Niños menores de 8 años gratis.
Semi-restringido(previo permiso),"Coordinar con el Padre Marco Acostupa, al celular 950060533"
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Adulto general (nacional o extranjero) S/ 300.00, estudiante universitario o técnico (con carnet válido) S/ 150.00, menores de edad (hasta 17 años) S/ 75.00."
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Público general (nacionales y extranjeros) S/ 300.00; Estudiantes universitarios (con carnet) s/ 150.00; Menores de edad : S/75.00 ; Personal de apoyo (porteadores, etc.): S/ 50.00"
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Adulto general (nacional o extranjero) S/ 300.00, estudiante universitario o técnico (con carnet válido) S/ 150.00, menores de edad (hasta 17 años) S/ 75.00."
Libre,
Semi-restringido(previo permiso),Previo permiso de la ASOCIACIÓN AGRARIA THASTAYOC ABRA MÁLAGA : Presidente de la Asociación: señor Juan Tillca
Libre,
Libre,
Libre,
NA,NA
Libre,
Libre,Se recomienda registrarse en el Cuaderno de Registro de Visitantes habilitado en la Municipalidad Distrital de Parco
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Adultos S/. 5.00 - Estudiantes de educación escolares: S/. 3.00.
Libre,
NA,NA
Libre,
Libre,"Debido a la falta de señalización en la ruta, solo se permite la visita durante el día y con la compañía de un guía autorizado para garantizar la seguridad y la correcta orientación en el recorrido."
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Entrada general S/. 1.00
NA,NA
NA,NA
Semi-restringido(previo permiso),Solo con autorización de la Municipalidad Distrital de Saña. Contacto: Jaime Linares - Cel. 972 697 426.
Libre,
Semi-restringido(previo permiso),Observación externa; acceso interior restringido y solo con autorización de la Municipalidad Distrital de Saña. Contacto: Jaime Linares - Ce.l 972 697 426.
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Entrada: Adultos S/ 10.00; Niños hasta 10 años S/ 5.00; Estudiantes: Universitarios S/ 8.00; Institutos S/ 6.00; Desde kinder al 5º secund. S/ 5.00; acompañante/PPFF S/ 8.00; Profesor delegado no paga
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)#Libre","Entradas: adulto S/ 6.00 - universitarios S/ 4.00 - Escolar S/ 2.00#Para adultos mayor, discapacitados y pobladores de Saña, es gratuito."
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
Libre,
NA,NA
NA,NA
Semi-restringido(previo permiso),Se solicita permiso al personal de turno de la Fuerza Aérea del Perú – FAP y se deja un bono voluntario.
Libre,"Aunque no hay un horario oficial establecido, es aconsejable visitar los humedales durante las primeras horas de la mañana o al final de la tarde."
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Tarifa: Adultos S/3.00 y Niños S/2.00 soles
Libre,
Libre,
NA,NA
"Libre#Otros (especificar)#Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Menores de edad: ingreso gratuito según Resolución Ministerial N° 000092-2024-MC.Durante el 2024. Personas con discapacidad debidamente acreditadas, tienen ingreso gratuito#Ruta integral: Adultos S/ 12.00, Estudiantes universitarios y no universitaria S/ 5.00, Adultos mayores de 60 años, personas en servicio militar voluntario y profesores 50% de dscto de entrada general#Rutas A y B: General S/ 8.00, Estudiantes universitarios y/o técnica: S/ 3.00, Adultos mayores de 60 años, profesores y personas en servicio militar voluntario 50% de descuento de entrada general."
NA,NA
NA,NA
Semi-restringido(previo permiso),Se debe solicitar permiso de ingreso en la oficina SERNANP PNRA – Juanjui al 042 545781 / 968218425.
Semi-restringido(previo permiso),"Permiso con 24 horas de anticipación mediante documento, indicando nombres N° DNI y motivo de visita, dirigido al Sr. Víctor Macedo Cuenca, Jefe del PNRA, cel. 968218437"
NA,NA
NA,NA
NA,NA
NA,NA
Libre,
Libre,
"Libre#Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Para los lugareños de lo zona.#Al estar incluida en el circuito Valle del Colca, se paga un boleto turístico. Extranjero S/.70.00 – Latinoamericano S/. 40.00 – Nacional S/. 20.00 (Niño, estudiante y adulto mayor S/. 5.00)"
Libre,
Libre,
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)#Libre",Esta incluido dentro del Boleto turístico del Colca: Extranjeros S/. 70.00; Nacionales S/. 20.00 y Estudiantes S/. 5.00#
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Costo de entrada: turista extranjero S/ 15.00, nacional S/ 15.00 y locales (S/ 5.00, S/ 2.00 y S/ 1.00)"
NA,NA
Libre,
Libre,"Previa coordinación con el párroco Leonardo J. Astete Valenzuela, o con el guardián"
Libre,"Previa coordinación con el guardián, Sr. Mariano S. Churata Colca Telf. 916816792"
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Tarifa: Adultos: S/ 5.00 Estudiantes en general S/ 3.00
Libre,
NA,NA
Semi-restringido(previo permiso),Solicitar permiso a la Administración de la Empresa Agro Pucalá. Administrador: José Llanos Saavedra - Celular 943417845
NA,NA
NA,NA
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Niños de 05 a 10 años S/. 3.00 Adultos de 11 a 65 años S/. 7.00 Mayores de 65 años entrada libre.
NA,NA
Semi-restringido(previo permiso),Previa coordinación con el encargado de comité de hermandad Santísima Virgen de la Asunción. SR Alcibar Salsavilca Quispe. Celular: 980486237
Libre,
Libre,
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Niño : S/ 2.00 Adulto: S/ 5.00 Estudiantes: S/ 3.00
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Extranjero: Adultos y niños S/. 30.00 Nacional: Adultos S/. 11 Niños S/. 5 Locales: Adultos S/. 5 Niños S/. 3
Libre,
Libre,
NA,NA
NA,NA
Libre,
Libre,"Debe ser con un Guia, que conozca la ruta"
Semi-restringido(previo permiso),"Previa coordinacion con la Lic. Brissethe Del Rosario Quispe Cayahuallpa , Celular:934951847"
NA,NA
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Tarifas: Poza privada regulable agua fría/caliente = S/ 10.00 - Poza familiar, sauna a vapor 8 personas = S/ 130.00 - Poza de lodo, sauna a vapor = S/ 15.00 - Pozas públicas = S/ 10.00"
NA,NA
Libre,Mañana y Tarde
Semi-restringido(previo permiso),Solicitar permiso al Señor RODRIGUEZ GARCIA JOSE DEL CARMEN. Cel 920657864
Libre,
Semi-restringido(previo permiso),Previa comunicación a la Municipalidad Distrital de Huaso con Silvana Del Rocío. Telf. (989246445)
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","a) Extranjeros: S/20, Adulto mayor y estudiantes S/15, Niños y escolares S/5 – b) Nacionales: S/15, Adulto mayor y estudiantes S/10, Niños y escolares S/5"
Semi-restringido(previo permiso),Con autorización de la RCP Amarakaeri
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Al ingreso se cuenta con una boletería, costo general S/5.00."
Libre,
Libre,
Libre,
Libre,"Para visitas coordinar con Secretaría de Parroquia Cel. 951614352, telf. 064-435190"
Libre,
Semi-restringido(previo permiso),"Solicitar autorización a la Secretaría de la Parroquia: Cel. 969351012, quienes brindaran acceso e información turística."
NA,NA
Libre,
Semi-restringido(previo permiso),Previa coordinación con las religiosas de la iglesia y registro en el cuaderno de visitantes. Llamando al celular 979437651 / 940774743.
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","Adultos: S/. 4.00. Estudiantes, adultos mayores y docentes previa acreditación con identificación (Tarifa especial): S/. 2.00. Niños y adolescentes hasta 17 años: S/. 1.00"
Libre,
Libre,
Libre,
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",DIURNO: Adulto: S/10 - Niños (Hasta 12 años): S/2 CONADIS con DNI: S/3 NOCTURNO: Adulto: S/22 - Niños (Hasta 12 años): S/11 - CONADIS con DNI: S/11 - Whatsapp: 972868216
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Costo de ingreso a la cascada Adultos: S/. 5.00 Niños: S/. 2.00 Estudiantes: S/. 3.00
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Entrada General: S/ 5.00 - Menores de 5 años no pagan.
Libre,
Libre,
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Costo de ingreso a la Cascada: Adulto: S/ 5.00 / Niños S/ 2.00
Libre,No adecuado para personas con discapacidad motriz
Libre,Para coordinación fuera de los horarios establecidos con el Pbro. Julio Mansilla al celular: 95964728
Libre,"El pueblo de Panahua recibe a todos los turistas locales, nacionales sin restricciones."
NA,NA
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)#Libre","General:S/.8.00; Especial: S/.4.00; Estudiantes:S/. 3:00 Escolares:S/.1.50 (ingreso libre niños, niñas y adolescentes de 3 a 17 años solo año 2024, Ingreso libre el primer domingo de cada mes a peruan#Primer domingo de cada mes, ingreso libre para los peruanos y residentes previa presentación de DNI."
NA,NA
Libre,
NA,NA
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Boleto publico en general S/1.00 niños a partir de los 10 años pagan tarifa como publico en general .
NA,NA
Libre,
Libre,
Libre,
Libre,
NA,NA
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Costo por persona es de S/. 5.00 - Niños menores de 10 años no pagan.
Libre,
Libre,
"Libre#Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",07:00 a.m. - 11:00 a.m.#Adulto mayor (60 años a mas): s/ 2.50 - Conadis: s/ 2.50 - General: s/ 5.00 - Niños menores de cinco años: gratis.
NA,NA
NA,NA
Libre,
NA,NA
NA,NA
NA,NA
Semi-restringido(previo permiso),Previo Permiso del Padre Manuel Arroyo Castilla . Cel 991676342.
Libre,Previa coordinación e información a la comunidad
Semi-restringido(previo permiso),Coordinar con el encargado Sr. Mariano Quispe Mayta.
NA,NA
Semi-restringido(previo permiso),Coordinar con Lic. Carolina Roque - Área de Turismo de la Municipalidad Provincial de Junín. Cel.: 999624203.
Libre,"Previa coordinación con el padre encargado de la parroquia Santa Rosa, telefono: 066634345"
"Libre#Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)","#Dependiendo del evento que se realice, algunas ocasiones es previa presentación de ticket o lista de invitados."
Libre,"Se permite la visita en todos los ambientes, con excepción de las resticciones a las habitaciones del hotel."
NA,NA
NA,NA
"Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc)",Piscina N°1 entrada 4.00 soles Piscina N°2 entrada 5 .00 soles Piscina N°3 entrada 7.00 soles
Libre,
